Date,Price,Open,High,Low,Vol.,Change %
12/11/2020,12690.8,12702.15,12741.15,12624.85,622.02B,-0.46%
11/11/2020,12749.15,12680.6,12769.75,12571.1,880.47B,0.93%
10/11/2020,12631.1,12556.4,12643.9,12475.25,847.45B,1.36%
9/11/2020,12461.05,12399.4,12474.05,12367.35,553.45B,1.61%
6/11/2020,12263.55,12156.65,12280.4,12131.85,576.84B,1.18%
5/11/2020,12120.3,12062.4,12131.1,12027.6,632.45B,1.78%
4/11/2020,11908.5,11783.35,11929.65,11756.4,667.29B,0.80%
3/11/2020,11813.5,11734.45,11836.2,11723.3,674.30B,1.24%
2/11/2020,11669.15,11697.35,11725.65,11557.4,568.43B,0.23%
30/10/2020,11642.4,11678.45,11748.95,11535.45,553.67B,-0.24%
29/10/2020,11670.8,11633.3,11744.15,11606.45,554.96B,-0.50%
28/10/2020,11729.6,11922.6,11929.4,11684.85,704.02B,-1.34%
27/10/2020,11889.4,11807.1,11899.05,11723,616.32B,1.03%
26/10/2020,11767.75,11937.4,11942.85,11711.7,519.82B,-1.36%
23/10/2020,11930.35,11957.9,11974.55,11908.75,502.34B,0.28%
22/10/2020,11896.45,11890,11939.55,11823.45,544.90B,-0.35%
21/10/2020,11937.65,11958.55,12018.65,11775.75,623.66B,0.34%
20/10/2020,11896.8,11861,11949.25,11837.25,453.56B,0.20%
19/10/2020,11873.05,11879.2,11898.25,11820.4,541.42B,0.94%
16/10/2020,11762.45,11727.4,11789.75,11667.85,555.77B,0.70%
15/10/2020,11680.35,12023.45,12025.45,11661.3,608.87B,-2.43%
14/10/2020,11971.05,11917.4,11997.2,11822.15,569.24B,0.31%
13/10/2020,11934.5,11934.65,11988.2,11888.9,458.31B,0.03%
12/10/2020,11930.95,11973.55,12022.05,11867.2,522.63B,0.14%
9/10/2020,11914.2,11852.05,11938.6,11805.2,611.08B,0.67%
8/10/2020,11834.6,11835.4,11905.7,11791.15,608.77B,0.82%
7/10/2020,11738.85,11679.25,11763.05,11629.35,513.37B,0.66%
6/10/2020,11662.4,11603.45,11680.3,11564.3,561.45B,1.38%
5/10/2020,11503.35,11487.8,11578.05,11452.3,530.60B,0.76%
1/10/2020,11416.95,11364.45,11428.6,11347.05,447.74B,1.51%
30/09/2020,11247.55,11244.45,11295.4,11184.55,499.34B,0.22%
29/09/2020,11222.4,11288.6,11305.4,11181,498.30B,-0.05%
28/09/2020,11227.55,11140.85,11239.35,11099.85,472.78B,1.60%
25/09/2020,11050.25,10910.4,11072.6,10854.85,559.60B,2.26%
24/09/2020,10805.55,11011,11015.3,10790.2,706.14B,-2.93%
23/09/2020,11131.85,11258.75,11259.55,11024.4,714.93B,-0.20%
22/09/2020,11153.65,11301.75,11302.2,11084.65,672.25B,-0.86%
21/09/2020,11250.55,11503.8,11535.25,11218.5,602.85B,-2.21%
18/09/2020,11504.95,11584.1,11584.1,11446.1,764.15B,-0.10%
17/09/2020,11516.1,11539.4,11587.2,11498.5,517.73B,-0.76%
16/09/2020,11604.55,11538.45,11618.1,11516.75,527.80B,0.72%
15/09/2020,11521.8,11487.2,11535.95,11442.25,506.67B,0.71%
14/09/2020,11440.05,11540.15,11568.9,11383.55,642.27B,-0.21%
11/09/2020,11464.45,11447.8,11493.5,11419.9,554.79B,0.13%
10/09/2020,11449.25,11363.3,11464.05,11327.4,679.42B,1.52%
9/09/2020,11278,11218.6,11298.15,11185.15,728.88B,-0.35%
8/09/2020,11317.35,11378.55,11437.25,11290.45,572.24B,-0.33%
7/09/2020,11355.05,11359.6,11381.15,11251.7,560.32B,0.19%
4/09/2020,11333.85,11354.4,11452.05,11303.65,681.34B,-1.68%
3/09/2020,11527.45,11566.2,11584.95,11507.65,607.12B,-0.07%
2/09/2020,11535,11478.55,11554.75,11430.4,593.49B,0.56%
1/09/2020,11470.25,11464.3,11553.55,11366.9,783.77B,0.73%
31/08/2020,11387.5,11777.55,11794.25,11325.85,"1,371.79B",-2.23%
28/08/2020,11647.6,11602.95,11686.05,11589.4,807.00B,0.76%
27/08/2020,11559.25,11609.3,11617.35,11540.6,719.78B,0.08%
26/08/2020,11549.6,11512.85,11561.75,11461.85,743.44B,0.67%
25/08/2020,11472.25,11513.1,11525.9,11423.35,638.15B,0.05%
24/08/2020,11466.45,11412,11497.25,11410.65,532.90B,0.83%
21/08/2020,11371.6,11409.65,11418.5,11362.2,668.72B,0.53%
20/08/2020,11312.2,11317.45,11361.45,11289.8,791.59B,-0.84%
19/08/2020,11408.4,11452.15,11460.35,11394.1,626.22B,0.20%
18/08/2020,11385.35,11259.8,11401.7,11253.15,579.24B,1.23%
17/08/2020,11247.1,11248.9,11267.1,11144.5,633.96B,0.61%
14/08/2020,11178.4,11353.3,11366.25,11111.45,645.11B,-1.08%
13/08/2020,11300.45,11334.85,11359.3,11269.95,562.35B,-0.07%
12/08/2020,11308.4,11289,11322,11242.65,609.86B,-0.12%
11/08/2020,11322.5,11322.25,11373.6,11299.15,586.08B,0.46%
10/08/2020,11270.15,11270.25,11337.3,11238,492.00B,0.50%
7/08/2020,11214.05,11186.65,11231.9,11142.05,452.63B,0.12%
6/08/2020,11200.15,11185.7,11256.8,11127.3,600.37B,0.89%
5/08/2020,11101.65,11155.75,11225.65,11064.05,667.64B,0.06%
4/08/2020,11095.25,10946.65,11112.25,10908.1,625.74B,1.87%
3/08/2020,10891.6,11057.55,11058.05,10882.25,680.93B,-1.64%
31/07/2020,11073.45,11139.5,11150.4,11026.65,642.56B,-0.26%
30/07/2020,11102.15,11254.3,11299.95,11084.95,677.76B,-0.90%
29/07/2020,11202.85,11276.9,11341.4,11149.75,600.73B,-0.86%
28/07/2020,11300.55,11154.1,11317.75,11151.4,683.89B,1.52%
27/07/2020,11131.8,11225,11225,11087.85,588.15B,-0.56%
24/07/2020,11194.15,11149.95,11225.4,11090.3,678.94B,-0.19%
23/07/2020,11215.45,11135,11239.8,11103.15,621.58B,0.74%
22/07/2020,11132.6,11231.2,11238.1,11056.55,765.07B,-0.27%
21/07/2020,11162.25,11126.1,11179.55,11113.25,772.00B,1.27%
20/07/2020,11022.2,10999.45,11037.9,10953,554.31B,1.11%
17/07/2020,10901.7,10752,10933.45,10749.65,676.88B,1.51%
16/07/2020,10739.95,10706.2,10755.3,10595.2,694.40B,1.15%
15/07/2020,10618.2,10701,10827.45,10577.75,715.90B,0.10%
14/07/2020,10607.35,10750.85,10755.65,10562.9,532.37B,-1.81%
13/07/2020,10802.7,10851.85,10894.05,10756.05,554.05B,0.32%
10/07/2020,10768.05,10764.1,10819.4,10713,590.71B,-0.42%
9/07/2020,10813.45,10755.55,10836.85,10733,618.65B,1.01%
8/07/2020,10705.75,10818.65,10847.85,10676.55,767.94B,-0.87%
7/07/2020,10799.65,10802.85,10813.8,10689.7,636.77B,0.33%
6/07/2020,10763.65,10723.85,10811.4,10695.1,571.21B,1.47%
3/07/2020,10607.35,10614.95,10631.3,10562.65,525.19B,0.53%
2/07/2020,10551.7,10493.05,10598.2,10485.55,597.42B,1.17%
1/07/2020,10430.05,10323.8,10447.05,10299.6,573.55B,1.24%
30/06/2020,10302.1,10382.6,10401.05,10267.35,556.24B,-0.10%
29/06/2020,10312.4,10311.95,10337.95,10223.6,574.54B,-0.68%
26/06/2020,10383,10378.9,10409.85,10311.25,671.91B,0.91%
25/06/2020,10288.9,10235.55,10361.8,10194.5,994.19B,-0.16%
24/06/2020,10305.3,10529.25,10553.15,10281.95,854.80B,-1.58%
23/06/2020,10471,10347.95,10484.7,10301.75,669.19B,1.55%
22/06/2020,10311.2,10318.75,10393.65,10277.6,685.38B,0.65%
19/06/2020,10244.4,10119,10272.4,10072.65,892.10B,1.51%
18/06/2020,10091.65,9863.25,10111.2,9845.05,622.90B,2.13%
17/06/2020,9881.15,9876.7,10003.6,9833.8,685.42B,-0.33%
16/06/2020,9914,10014.8,10046.15,9728.5,899.90B,1.02%
15/06/2020,9813.7,9919.35,9943.35,9726.35,716.05B,-1.60%
12/06/2020,9972.9,9544.95,9996.05,9544.35,796.31B,0.72%
11/06/2020,9902,10094.1,10112.05,9885.05,715.45B,-2.12%
10/06/2020,10116.15,10072.6,10148.75,10036.85,632.38B,0.69%
9/06/2020,10046.65,10181.15,10291.15,10021.45,754.22B,-1.19%
8/06/2020,10167.45,10326.75,10328.5,10120.25,936.49B,0.25%
5/06/2020,10142.15,10093.8,10177.8,10040.75,987.12B,1.13%
4/06/2020,10029.1,10054.25,10123.85,9944.25,775.11B,-0.32%
3/06/2020,10061.55,10108.3,10176.2,10035.55,794.66B,0.83%
2/06/2020,9979.1,9880.85,9995.6,9824.05,770.19B,1.56%
1/06/2020,9826.15,9726.85,9931.6,9706.95,794.18B,2.57%
29/05/2020,9580.3,9422.2,9598.85,9376.9,967.00B,0.95%
28/05/2020,9490.1,9364.95,9511.25,9336.5,837.91B,1.88%
27/05/2020,9314.95,9082.2,9334,9004.25,763.49B,3.17%
26/05/2020,9029.05,9099.75,9161.65,8996.65,654.96B,-0.11%
22/05/2020,9039.25,9067.9,9149.6,8968.55,675.76B,-0.74%
21/05/2020,9106.25,9079.45,9178.55,9056.1,631.54B,0.44%
20/05/2020,9066.55,8889.15,9093.8,8875.35,622.31B,2.11%
19/05/2020,8879.1,8961.7,9030.35,8855.3,762.15B,0.63%
18/05/2020,8823.25,9158.3,9158.3,8806.75,772.98B,-3.43%
15/05/2020,9136.85,9182.4,9182.4,9050,575.86B,-0.06%
14/05/2020,9142.75,9213.95,9281.1,9119.75,602.56B,-2.57%
13/05/2020,9383.55,9584.2,9584.5,9351.1,846.40B,2.03%
12/05/2020,9196.55,9168.85,9240.85,9043.95,805.46B,-0.46%
11/05/2020,9239.2,9348.15,9439.9,9219.95,704.65B,-0.13%
8/05/2020,9251.5,9376.95,9382.65,9238.2,609.05B,0.57%
7/05/2020,9199.05,9234.05,9277.85,9175.9,708.74B,-0.78%
6/05/2020,9270.9,9226.8,9346.9,9116.5,722.19B,0.71%
5/05/2020,9205.6,9429.4,9450.9,9190.75,725.20B,-0.95%
4/05/2020,9293.5,9533.5,9533.5,9266.95,687.49B,-5.74%
30/04/2020,9859.9,9753.5,9889.05,9731.5,931.17B,3.21%
29/04/2020,9553.35,9408.6,9599.85,9392.35,653.03B,1.84%
28/04/2020,9380.9,9389.8,9404.4,9260,614.55B,1.06%
27/04/2020,9282.3,9259.7,9377.1,9250.35,512.79B,1.40%
24/04/2020,9154.4,9163.9,9296.9,9141.3,659.44B,-1.71%
23/04/2020,9313.9,9232.35,9343.6,9170.15,666.65B,1.38%
22/04/2020,9187.3,9026.75,9209.75,8946.25,734.38B,2.29%
21/04/2020,8981.45,9016.95,9044.4,8909.4,655.12B,-3.03%
20/04/2020,9261.85,9390.2,9390.85,9230.8,726.36B,-0.05%
17/04/2020,9266.75,9323.45,9324,9091.35,684.21B,3.05%
16/04/2020,8992.8,8851.25,9053.75,8821.9,719.44B,0.76%
15/04/2020,8925.3,9196.4,9261.2,8874.1,879.15B,-0.76%
13/04/2020,8993.85,9103.95,9112.05,8912.4,643.97B,-1.30%
9/04/2020,9111.9,8973.05,9128.35,8904.55,742.14B,4.15%
8/04/2020,8748.75,8688.9,9131.7,8653.9,896.53B,-0.49%
7/04/2020,8792.2,8446.3,8819.4,8360.95,814.18B,8.76%
3/04/2020,8083.8,8356.55,8356.55,8055.8,697.03B,-2.06%
1/04/2020,8253.8,8584.1,8588.1,8198.35,506.34B,-4.00%
31/03/2020,8597.75,8529.35,8678.3,8358,712.66B,3.82%
30/03/2020,8281.1,8385.95,8576,8244,593.25B,-4.38%
27/03/2020,8660.25,8949.1,9038.9,8522.9,801.45B,0.22%
26/03/2020,8641.45,8451,8749.05,8304.9,865.59B,3.89%
25/03/2020,8317.85,7735.15,8376.75,7714.75,736.87B,6.62%
24/03/2020,7801.05,7848.3,8036.95,7511.1,738.42B,2.51%
23/03/2020,7610.25,7945.7,8159.25,7583.6,653.54B,-12.98%
20/03/2020,8745.45,8284.45,8883,8178.2,"1,071.52B",5.83%
19/03/2020,8263.45,8063.3,8575.45,7832.55,925.72B,-2.42%
18/03/2020,8468.8,9088.45,9127.55,8407.05,"1,516.63B",-5.56%
17/03/2020,8967.05,9285.4,9403.8,8915.6,935.62B,-2.50%
16/03/2020,9197.4,9587.8,9602.2,9165.1,897.73B,-7.61%
13/03/2020,9955.2,9107.6,10159.4,8555.15,"1,387.95B",3.81%
12/03/2020,9590.15,10039.95,10040.75,9508,"1,343.49B",-8.30%
11/03/2020,10458.4,10334.3,10545.1,10334,"1,218.55B",0.07%
9/03/2020,10451.45,10742.05,10751.55,10294.45,"1,565.51B",-4.90%
6/03/2020,10989.45,10942.65,11035.1,10827.4,"1,810.97B",-2.48%
5/03/2020,11269,11306.05,11389.5,11244.6,"1,352.49B",0.16%
4/03/2020,11251,11351.35,11356.6,11082.15,797.65B,-0.46%
3/03/2020,11303.3,11217.55,11342.25,11152.55,696.52B,1.53%
2/03/2020,11132.75,11387.35,11433,11036.25,680.80B,-0.62%
28/02/2020,11201.75,11382,11384.8,11175.05,809.90B,-3.71%
27/02/2020,11633.3,11661.25,11663.85,11536.7,608.61B,-0.39%
26/02/2020,11678.5,11738.55,11783.25,11639.6,567.62B,-1.01%
25/02/2020,11797.9,11877.5,11883.05,11779.9,461.00B,-0.27%
24/02/2020,11829.4,12012.55,12012.55,11813.4,490.80B,-2.08%
20/02/2020,12080.85,12119,12152,12071.45,502.60B,-0.37%
19/02/2020,12125.9,12090.6,12134.7,12042.1,513.57B,1.11%
18/02/2020,11992.5,12028.25,12030.75,11908.05,676.85B,-0.44%
17/02/2020,12045.8,12131.8,12159.6,12037,455.19B,-0.56%
14/02/2020,12113.45,12190.15,12246.7,12091.2,622.78B,-0.50%
13/02/2020,12174.65,12219.55,12225.65,12139.8,501.19B,-0.22%
12/02/2020,12201.2,12151,12231.75,12144.3,411.73B,0.77%
11/02/2020,12107.9,12108.4,12172.3,12099,479.98B,0.64%
10/02/2020,12031.5,12102.35,12103.55,11990.75,524.71B,-0.55%
7/02/2020,12098.35,12151.15,12154.7,12073.95,473.47B,-0.33%
6/02/2020,12137.95,12120,12160.6,12084.65,565.12B,0.40%
5/02/2020,12089.15,12005.85,12098.15,11953.35,758.03B,0.91%
4/02/2020,11979.65,11786.25,11986.15,11783.4,560.43B,2.32%
3/02/2020,11707.9,11627.45,11749.85,11614.5,669.82B,0.39%
1/02/2020,11661.85,11939,12017.35,11633.3,537.63B,-2.51%
31/01/2020,11962.1,12100.4,12103.55,11945.85,771.28B,-0.61%
30/01/2020,12035.8,12147.75,12150.3,12010.6,538.14B,-0.77%
29/01/2020,12129.5,12114.9,12169.6,12103.8,514.36B,0.61%
28/01/2020,12055.8,12148.1,12163.55,12024.5,478.48B,-0.52%
27/01/2020,12119,12197.1,12216.6,12107,441.16B,-1.06%
24/01/2020,12248.25,12174.55,12272.15,12149.65,593.24B,0.56%
23/01/2020,12180.35,12123.75,12189,12094.1,867.65B,0.61%
22/01/2020,12106.9,12218.35,12225.05,12087.9,526.30B,-0.52%
21/01/2020,12169.85,12195.3,12230.05,12162.3,443.98B,-0.45%
20/01/2020,12224.55,12430.5,12430.5,12216.9,491.61B,-1.03%
17/01/2020,12352.35,12328.4,12385.45,12321.4,502.06B,-0.03%
16/01/2020,12355.5,12347.1,12389.05,12315.8,395.67B,0.10%
15/01/2020,12343.3,12349.4,12355.15,12278.75,684.35B,-0.15%
14/01/2020,12362.3,12333.1,12374.25,12308.7,616.26B,0.27%
13/01/2020,12329.55,12296.7,12337.75,12285.8,500.97B,0.59%
10/01/2020,12256.8,12271,12311.2,12213.2,660.63B,0.33%
9/01/2020,12215.9,12153.15,12224.05,12132.55,477.47B,1.58%
8/01/2020,12025.35,11939.1,12044.95,11929.6,445.99B,-0.23%
7/01/2020,12052.95,12079.1,12152.15,12005.35,447.82B,0.50%
6/01/2020,11993.05,12170.6,12179.1,11974.2,396.50B,-1.91%
3/01/2020,12226.65,12261.1,12265.6,12191.35,428.77B,-0.45%
2/01/2020,12282.2,12198.55,12289.9,12195.25,407.70B,0.82%
1/01/2020,12182.5,12202.15,12222.2,12165.3,304.08B,0.12%
31/12/2019,12168.45,12247.1,12247.1,12151.8,426.93B,-0.71%
30/12/2019,12255.85,12274.9,12286.45,12213.8,411.09B,0.08%
27/12/2019,12245.8,12172.9,12258.45,12157.9,383.79B,0.98%
26/12/2019,12126.55,12211.85,12221.55,12118.85,520.33B,-0.72%
24/12/2019,12214.55,12269.25,12283.7,12202.1,470.29B,-0.39%
23/12/2019,12262.75,12235.45,12287.15,12213.25,604.78B,-0.07%
20/12/2019,12271.8,12266.45,12293.9,12252.75,810.68B,0.10%
19/12/2019,12259.7,12223.4,12268.35,12191.15,623.05B,0.31%
18/12/2019,12221.65,12197,12237.7,12163.45,518.86B,0.47%
17/12/2019,12165,12082.45,12182.75,12070.35,499.59B,0.92%
16/12/2019,12053.95,12131.35,12134.65,12046.3,437.70B,-0.27%
13/12/2019,12086.7,12026.4,12098.85,12023.6,597.71B,0.96%
12/12/2019,11971.8,11944.3,12005.5,11934,752.62B,0.52%
11/12/2019,11910.15,11867.35,11923.2,11832.3,997.65B,0.45%
10/12/2019,11856.8,11950.5,11953.2,11844.7,650.22B,-0.68%
9/12/2019,11937.5,11939.1,11981.95,11888.05,599.12B,0.13%
6/12/2019,11921.5,12047.35,12057.05,11888.85,609.22B,-0.81%
5/12/2019,12018.4,12071.25,12081.2,11998.75,562.23B,-0.21%
4/12/2019,12043.2,11969.95,12054.7,11935.3,747.19B,0.41%
3/12/2019,11994.2,12067.65,12068.6,11956.4,605.79B,-0.45%
2/12/2019,12048.2,12137.05,12137.15,12023.7,720.95B,-0.07%
29/11/2019,12056.05,12146.2,12147.4,12017.4,804.43B,-0.78%
28/11/2019,12151.15,12132.1,12158.8,12099.95,620.48B,0.42%
27/11/2019,12100.7,12068.5,12114.9,12055.15,584.23B,0.52%
26/11/2019,12037.7,12110.2,12132.45,12006.35,"1,201.34B",-0.30%
25/11/2019,12073.75,11922.45,12084.5,11919.75,534.29B,1.34%
22/11/2019,11914.4,11967.3,11968.1,11883.5,486.82B,-0.45%
21/11/2019,11968.4,12025.65,12028.2,11956.9,557.69B,-0.26%
20/11/2019,11999.1,12004.75,12038.6,11966.05,646.66B,0.49%
19/11/2019,11940.1,11919.45,11958.85,11881.75,613.91B,0.47%
18/11/2019,11884.5,11915.15,11946.2,11867.6,514.35B,-0.09%
15/11/2019,11895.45,11904.2,11973.65,11879.25,580.15B,0.20%
14/11/2019,11872.1,11858.75,11895.65,11802.65,559.49B,0.27%
13/11/2019,11840.45,11908.3,11946.8,11823.2,659.04B,-0.61%
11/11/2019,11913.45,11879.2,11932.65,11853.95,548.98B,0.04%
8/11/2019,11908.15,11987.15,12034.15,11888.75,789.25B,-0.86%
7/11/2019,12012.05,12021.1,12021.4,11946.85,562.96B,0.38%
6/11/2019,11966.05,11911.5,12002.9,11850.25,603.35B,0.41%
5/11/2019,11917.2,11974.6,11978.95,11861.9,631.95B,-0.20%
4/11/2019,11941.3,11928.9,11989.15,11905.35,823.05B,0.43%
1/11/2019,11890.6,11886.6,11918.3,11843.35,855.34B,0.11%
31/10/2019,11877.45,11890.45,11945,11855.1,"1,414.84B",0.28%
30/10/2019,11844.1,11883.9,11883.95,11784.45,725.22B,0.49%
29/10/2019,11786.85,11643.95,11809.4,11627.35,951.72B,1.37%
27/10/2019,11627.15,11662.25,11672.4,11604.6,161.78B,0.37%
25/10/2019,11583.9,11646.15,11646.9,11490.75,812.03B,0.01%
24/10/2019,11582.6,11661.65,11679.6,11534.65,700.48B,-0.19%
23/10/2019,11604.1,11596.2,11651.6,11554.4,664.16B,0.14%
22/10/2019,11588.35,11657.15,11714.35,11573.65,867.60B,-0.63%
18/10/2019,11661.85,11580.3,11684.7,11553.15,853.44B,0.65%
17/10/2019,11586.35,11466.3,11599.1,11439.65,797.57B,1.07%
16/10/2019,11464,11464.95,11481.05,11411.1,533.47B,0.31%
15/10/2019,11428.3,11360.85,11462.35,11342.1,527.40B,0.77%
14/10/2019,11341.15,11335.9,11420.45,11290.05,587.58B,0.32%
11/10/2019,11305.05,11257.7,11362.9,11189.4,737.79B,0.63%
10/10/2019,11234.55,11280.5,11293.35,11208.55,562.02B,-0.70%
9/10/2019,11313.3,11152.95,11321.6,11090.15,741.15B,1.68%
7/10/2019,11126.4,11196.2,11233.85,11112.65,733.20B,-0.43%
4/10/2019,11174.75,11388.45,11400.3,11158.35,928.52B,-1.23%
3/10/2019,11314,11322.25,11370.4,11257.35,"1,017.48B",-0.40%
1/10/2019,11359.9,11515.4,11554.2,11247.9,"1,305.41B",-1.00%
30/09/2019,11474.45,11491.15,11508.25,11390.8,756.85B,-0.33%
27/09/2019,11512.4,11556.35,11593.6,11499.75,650.02B,-0.51%
26/09/2019,11571.2,11469.85,11610.85,11466.35,844.47B,1.15%
25/09/2019,11440.2,11564.85,11564.95,11416.1,629.06B,-1.28%
24/09/2019,11588.2,11590.7,11655.05,11539.2,651.72B,-0.10%
23/09/2019,11600.2,11542.7,11694.85,11471.35,882.83B,2.89%
20/09/2019,11274.2,10746.8,11381.9,10691,"1,356.77B",5.32%
19/09/2019,10704.8,10845.2,10845.2,10670.25,642.60B,-1.25%
18/09/2019,10840.65,10872.8,10885.15,10804.85,519.15B,0.21%
17/09/2019,10817.6,11000.1,11000.1,10796.5,482.01B,-1.69%
16/09/2019,11003.5,10994.85,11052.7,10968.2,434.45B,-0.65%
13/09/2019,11075.9,10986.8,11084.45,10945.75,624.30B,0.85%
12/09/2019,10982.8,11058.3,11081.75,10964.95,551.44B,-0.48%
11/09/2019,11035.7,11028.5,11054.8,11011.65,687.14B,0.30%
9/09/2019,11003.05,10936.7,11028.85,10889.8,412.47B,0.52%
6/09/2019,10946.2,10883.8,10957.05,10867.45,497.21B,0.91%
5/09/2019,10847.9,10860.95,10920.1,10816,595.70B,0.03%
4/09/2019,10844.65,10790.4,10858.75,10746.35,508.78B,0.43%
3/09/2019,10797.9,10960.95,10967.5,10772.7,483.04B,-2.04%
30/08/2019,11023.25,10987.8,11042.6,10874.8,628.15B,0.68%
29/08/2019,10948.3,10996.05,11021.1,10922.4,649.88B,-0.89%
28/08/2019,11046.1,11101.3,11129.65,10987.65,549.95B,-0.53%
27/08/2019,11105.35,11106.55,11141.75,11049.5,685.55B,0.43%
26/08/2019,11057.85,11000.3,11070.3,10756.55,684.14B,2.11%
23/08/2019,10829.35,10699.6,10862.55,10637.15,667.08B,0.82%
22/08/2019,10741.35,10905.3,10908.25,10718.3,668.19B,-1.62%
21/08/2019,10918.7,11018.15,11034.2,10906.65,557.87B,-0.89%
20/08/2019,11017,11063.9,11076.3,10985.3,444.72B,-0.33%
19/08/2019,11053.9,11094.8,11146.9,11037.85,369.49B,0.06%
16/08/2019,11047.8,11043.65,11068.65,10924.3,470.91B,0.17%
14/08/2019,11029.4,11003.25,11078.15,10935.6,511.54B,0.95%
13/08/2019,10925.85,11139.4,11145.9,10901.6,624.64B,-1.65%
9/08/2019,11109.65,11087.9,11181.45,11062.8,538.06B,0.70%
8/08/2019,11032.45,10899.2,11058.05,10842.95,482.47B,1.63%
7/08/2019,10855.5,10958.1,10975.65,10835.9,548.47B,-0.85%
6/08/2019,10948.25,10815.4,11018.55,10813.8,517.89B,0.79%
5/08/2019,10862.6,10895.8,10895.8,10782.6,506.56B,-1.23%
2/08/2019,10997.35,10930.3,11080.15,10848.95,547.42B,0.16%
1/08/2019,10980,11060.2,11076.75,10881,499.92B,-1.24%
31/07/2019,11118,11034.05,11145.3,10999.4,536.69B,0.29%
30/07/2019,11085.4,11213.7,11267.45,11072.65,479.06B,-0.93%
29/07/2019,11189.2,11307.5,11310.95,11152.4,482.86B,-0.84%
26/07/2019,11284.3,11247.45,11307.6,11210.05,522.67B,0.29%
25/07/2019,11252.15,11290.4,11361.4,11239.35,553.68B,-0.17%
24/07/2019,11271.3,11322.45,11359.75,11229.8,413.20B,-0.53%
23/07/2019,11331.05,11372.25,11398.15,11302.8,458.93B,-0.13%
22/07/2019,11346.2,11392.85,11398.15,11301.25,516.04B,-0.64%
19/07/2019,11419.25,11627.95,11640.35,11399.3,446.05B,-1.53%
18/07/2019,11596.9,11675.6,11677.15,11582.4,498.26B,-0.78%
17/07/2019,11687.5,11670.75,11706.65,11651.15,464.83B,0.21%
16/07/2019,11662.6,11596.65,11670.05,11573.95,480.16B,0.64%
15/07/2019,11588.35,11614.75,11618.4,11532.3,368.79B,0.31%
12/07/2019,11552.5,11601.15,11639.55,11538.6,359.42B,-0.26%
11/07/2019,11582.9,11561.45,11599,11519.5,317.26B,0.73%
10/07/2019,11498.9,11536.15,11593.7,11475.65,337.57B,-0.49%
9/07/2019,11555.9,11531.6,11582.55,11461,442.52B,-0.02%
8/07/2019,11558.6,11770.4,11771.9,11523.3,464.03B,-2.14%
5/07/2019,11811.15,11964.75,11981.75,11797.9,530.72B,-1.14%
4/07/2019,11946.75,11928.8,11969.25,11923.65,333.59B,0.25%
3/07/2019,11916.75,11932.15,11945.2,11887.05,340.53B,0.05%
2/07/2019,11910.3,11890.3,11917.45,11814.7,363.20B,0.38%
1/07/2019,11865.6,11839.9,11884.65,11830.8,278.42B,0.65%
28/06/2019,11788.85,11861.15,11871.7,11775.5,303.89B,-0.45%
27/06/2019,11841.55,11860.85,11911.15,11821.05,480.17B,-0.05%
26/06/2019,11847.55,11768.15,11871.85,11757.55,327.88B,0.43%
25/06/2019,11796.45,11681,11814.4,11651,300.48B,0.83%
24/06/2019,11699.65,11725.8,11754,11670.2,277.62B,-0.21%
21/06/2019,11724.1,11827.6,11827.95,11705.1,468.43B,-0.91%
20/06/2019,11831.75,11653.65,11843.5,11635.05,442.02B,1.20%
19/06/2019,11691.45,11744.45,11802.5,11625.1,446.93B,0.00%
18/06/2019,11691.5,11677.05,11727.2,11641.15,365.53B,0.17%
17/06/2019,11672.15,11844,11844.05,11657.75,295.53B,-1.28%
14/06/2019,11823.3,11910.1,11911.85,11797.7,390.29B,-0.76%
13/06/2019,11914.05,11873.9,11931.35,11817.05,447.90B,0.07%
12/06/2019,11906.2,11962.45,11962.45,11866.35,283.72B,-0.50%
11/06/2019,11965.6,11959.85,12000.35,11904.35,332.18B,0.36%
10/06/2019,11922.7,11934.9,11975.05,11871.75,303.33B,0.44%
7/06/2019,11870.65,11865.2,11897.5,11769.5,302.46B,0.23%
6/06/2019,11843.75,12039.8,12039.8,11830.25,415.21B,-1.48%
4/06/2019,12021.65,12052.65,12095.2,12005.85,289.22B,-0.55%
3/06/2019,12088.55,11953.75,12103.05,11920.1,315.30B,1.39%
31/05/2019,11922.8,11999.8,12039.25,11829.45,438.88B,-0.19%
30/05/2019,11945.9,11865.3,11968.55,11859.4,421.20B,0.71%
29/05/2019,11861.1,11905.8,11931.9,11836.8,318.07B,-0.57%
28/05/2019,11928.75,11958.35,11958.55,11864.9,598.31B,0.03%
27/05/2019,11924.75,11855.5,11957.15,11812.4,348.36B,0.68%
24/05/2019,11844.1,11748,11859,11658.1,374.64B,1.60%
23/05/2019,11657.05,11901.3,12041.15,11614.5,569.03B,-0.69%
22/05/2019,11737.9,11727.95,11784.8,11682.4,355.87B,0.25%
21/05/2019,11709.1,11863.65,11883.55,11682.8,381.04B,-1.01%
20/05/2019,11828.25,11651.9,11845.2,11591.7,452.10B,3.69%
17/05/2019,11407.15,11261.9,11426.15,11259.85,412.11B,1.33%
16/05/2019,11257.1,11180.35,11281.55,11143.35,350.74B,0.90%
15/05/2019,11157,11271.7,11286.8,11136.95,414.17B,-0.58%
14/05/2019,11222.05,11151.65,11294.75,11108.3,398.12B,0.66%
