Date,Price,Open,High,Low,Vol.,Change %,Volume
21/05/2013,599.36,593.48,603.7,591.58,301.56K,0.92%,301560
22/05/2013,597.09,598.77,607.94,594.61,334.54K,-0.38%,334540
23/05/2013,589.73,593.5,604.5,588.75,214.34K,-1.23%,214340
24/05/2013,586.73,590,595.45,583.76,122.02K,-0.51%,122020
27/05/2013,591.59,586.36,595,582.7,205.52K,0.83%,205520
28/05/2013,591.59,591.5,594.75,588.88,127.00K,0.00%,127000
29/05/2013,587.62,591.5,597.64,583.44,165.91K,-0.67%,165910
30/05/2013,585.54,584.25,587.12,578.94,416.68K,-0.35%,416680
31/05/2013,601.9,587.5,605,587.05,357.83K,2.79%,357830
3/06/2013,628.49,631.2,656.23,619.09,1.96M,4.42%,1.96M
4/06/2013,623.76,622.42,629.73,616,513.24K,-0.75%,513240
5/06/2013,615.52,620,622.59,613.48,241.46K,-1.32%,241460
6/06/2013,606.88,612.77,613.06,603.75,242.79K,-1.40%,242790
7/06/2013,611.73,607,618.48,605,233.78K,0.80%,233780
10/06/2013,621.76,615.45,624.46,615,178.60K,1.64%,178600
11/06/2013,618.49,622.5,628.5,616.26,245.42K,-0.53%,245420
12/06/2013,605.99,616.23,626.25,603.27,235.48K,-2.02%,235480
13/06/2013,594.77,605.25,606.61,593.8,175.20K,-1.85%,175200
14/06/2013,598.74,595.31,602.25,594.01,193.40K,0.67%,193400
17/06/2013,605.36,601.75,606.74,598.77,122.31K,1.11%,122310
18/06/2013,611.9,607.5,615,606.65,149.05K,1.08%,149050
19/06/2013,609.5,611.25,612,601.84,178.76K,-0.39%,178760
20/06/2013,591.73,605.19,611.86,585.75,279.30K,-2.92%,279300
21/06/2013,604.79,592.5,607.5,592.5,236.50K,2.21%,236500
24/06/2013,595.06,602,602.5,588,223.49K,-1.61%,223490
25/06/2013,594.5,594.5,596.5,586.64,360.22K,-0.09%,360220
26/06/2013,599.39,597.5,603,593.04,134.76K,0.82%,134760
27/06/2013,619.24,603,624.06,603,378.55K,3.31%,378550
28/06/2013,623.31,622,625,606.5,316.76K,0.66%,316760
1/07/2013,611.89,615,620,610.08,132.77K,-1.83%,132770
2/07/2013,601.39,610.25,616,600.52,165.60K,-1.72%,165600
3/07/2013,601.33,599.75,612.75,598.21,205.23K,-0.01%,205230
4/07/2013,615.12,605,617.48,605,419.44K,2.29%,419440
5/07/2013,613.61,617.45,620.25,609.58,235.72K,-0.25%,235720
8/07/2013,617.92,618.76,624.35,615.06,176.60K,0.70%,176600
9/07/2013,623.92,619.25,628,619.25,453.04K,0.97%,453040
10/07/2013,625.25,626.25,630,623.56,312.84K,0.21%,312840
11/07/2013,631.69,632.58,640.86,626.58,483.91K,1.03%,483910
12/07/2013,700.69,694.85,726.25,687.25,3.38M,10.92%,3.38M
15/07/2013,685.46,697.83,697.83,682.26,661.84K,-2.17%,661840
16/07/2013,682.61,675.02,692.24,672.5,252.12K,-0.42%,252120
17/07/2013,687.58,682.61,688.73,682.61,286.64K,0.73%,286640
18/07/2013,699.88,687.5,704.41,685,549.64K,1.79%,549640
19/07/2013,711.45,701.25,715.98,694.25,773.65K,1.65%,773650
22/07/2013,718.91,707.1,724,706.25,444.87K,1.05%,444870
23/07/2013,725.21,720.25,728.86,720.25,298.22K,0.88%,298220
24/07/2013,726.9,721.92,731.25,720,244.74K,0.23%,244740
25/07/2013,728.98,725,736.27,725,372.00K,0.29%,372000
26/07/2013,728.88,732.5,737.5,722.02,326.43K,-0.01%,326430
29/07/2013,730.19,725.5,735.73,725.5,284.20K,0.18%,284200
30/07/2013,738.92,732.5,742.5,732.5,308.94K,1.20%,308940
31/07/2013,741.79,740.25,747.45,732.45,232.47K,0.39%,232470
1/08/2013,743.92,744.25,748.25,739.04,420.00K,0.29%,420000
2/08/2013,751.67,745.25,754.99,745.25,624.41K,1.04%,624410
5/08/2013,751.86,750,756.25,749.25,638.32K,0.03%,638320
6/08/2013,746.52,752.12,752.25,738,330.74K,-0.71%,330740
7/08/2013,738.86,745,750,736.8,490.20K,-1.03%,490200
8/08/2013,740.27,734.75,743.95,734,259.36K,0.19%,259360
12/08/2013,751.31,742.5,754.3,741.25,360.35K,1.49%,360350
13/08/2013,771.23,751.25,774.6,751,523.02K,2.65%,523020
14/08/2013,767.45,765,773.38,760.3,168.81K,-0.49%,168810
16/08/2013,743.65,753.75,759.09,741.51,173.12K,-3.10%,173120
19/08/2013,751.36,743.81,756.25,738,280.86K,1.04%,280860
20/08/2013,751.77,752.25,754.5,746.81,208.20K,0.05%,208200
21/08/2013,738.34,751.1,751.1,730.75,185.04K,-1.79%,185040
22/08/2013,755.83,744.06,758.96,741.08,279.86K,2.37%,279860
23/08/2013,749.62,753.25,754.49,745.65,112.02K,-0.82%,112020
26/08/2013,757.64,753.75,761.64,752,223.96K,1.07%,223960
27/08/2013,764.52,757.5,769.85,757.5,275.30K,0.91%,275300
28/08/2013,780.08,761.75,782.23,761.75,590.74K,2.04%,590740
29/08/2013,777.25,763.75,781.25,763.75,470.28K,-0.36%,470280
30/08/2013,775.08,772.75,780.9,759.75,309.49K,-0.28%,309490
2/09/2013,769.34,766.5,781,766.5,242.85K,-0.74%,242850
3/09/2013,758.46,768.5,773.25,755,166.23K,-1.41%,166230
4/09/2013,776.48,762.5,784.88,762.5,396.78K,2.38%,396780
5/09/2013,750.67,770.39,772.5,749.25,225.65K,-3.32%,225650
6/09/2013,755.21,750,767.04,750,428.40K,0.60%,428400
10/09/2013,787.67,758,792.5,758,906.25K,4.30%,906250
11/09/2013,780.14,787.5,793.17,777,339.42K,-0.96%,339420
12/09/2013,766.02,777.5,779.94,761.5,188.32K,-1.81%,188320
13/09/2013,757.06,763.75,765.02,753.25,217.33K,-1.17%,217330
16/09/2013,748.08,757,762.25,745,176.15K,-1.19%,176150
17/09/2013,755.84,753.75,757.26,748,142.60K,1.04%,142600
18/09/2013,753.92,755.25,756.75,750.25,343.01K,-0.25%,343010
19/09/2013,754.86,752.5,759.5,750,488.32K,0.12%,488320
20/09/2013,748.89,752.25,757.75,746.27,181.12K,-0.79%,181120
23/09/2013,754.66,748.89,760.5,748.89,298.42K,0.77%,298420
24/09/2013,753.7,754.5,757.5,749.5,252.62K,-0.13%,252620
25/09/2013,751.95,757,758.75,748.73,98.70K,-0.23%,98700
26/09/2013,753.34,755.75,758.71,750.61,589.84K,0.18%,589840
27/09/2013,751.6,753.75,762.71,747.8,145.84K,-0.23%,145840
30/09/2013,753.86,752.75,763.52,750.52,125.47K,0.30%,125470
1/10/2013,753.67,755.5,759.44,748.5,150.55K,-0.03%,150550
3/10/2013,759.7,755,762.12,755,823.33K,0.80%,823330
4/10/2013,753.86,758.75,758.75,751.38,264.78K,-0.77%,264780
7/10/2013,754.89,754,761.11,752.25,543.21K,0.14%,543210
8/10/2013,758.1,761.25,762.5,755.88,647.63K,0.43%,647630
9/10/2013,776.89,759,781.79,752.5,903.31K,2.48%,903310
10/10/2013,781.04,782.5,788.75,773.05,925.66K,0.53%,925660
11/10/2013,818.48,830,840,789.41,3.24M,4.79%,3.24M
14/10/2013,830.88,813.75,833.54,813.75,820.26K,1.52%,820260
15/10/2013,837.08,830.25,839.25,828,462.52K,0.75%,462520
17/10/2013,817.52,830.25,838,814.83,300.82K,-2.34%,300820
18/10/2013,829.04,817.5,830.38,815.16,244.26K,1.41%,244260
21/10/2013,833.99,831.25,842.79,817.09,238.33K,0.60%,238330
22/10/2013,833.69,835,840.75,831.35,284.53K,-0.04%,284530
23/10/2013,831.04,828.75,832.41,819.5,166.78K,-0.32%,166780
24/10/2013,827.46,827.35,843,823.02,247.06K,-0.43%,247060
25/10/2013,832.75,828.75,837,826,277.95K,0.64%,277950
28/10/2013,830.96,830,833.4,824.25,129.20K,-0.21%,129200
29/10/2013,833.73,830,840.49,826.16,388.82K,0.33%,388820
30/10/2013,831,828.75,834.01,827.25,94.46K,-0.33%,94460
31/10/2013,827.16,825.5,831.59,822.77,186.73K,-0.46%,186730
1/11/2013,819.69,826.23,828.01,817.9,127.55K,-0.90%,127550
3/11/2013,819.88,818.5,824,818.08,23.57K,0.02%,23570
5/11/2013,816.24,811.5,822.5,808.5,128.50K,-0.44%,128500
6/11/2013,826.48,818.75,827.64,818.75,85.18K,1.25%,85180
7/11/2013,839.79,830.25,849.8,829,325.54K,1.61%,325540
8/11/2013,839.38,835,847.25,835,207.40K,-0.05%,207400
11/11/2013,840.77,837.25,848.77,836.98,342.70K,0.17%,342700
12/11/2013,834.84,838.81,843.49,832.58,317.90K,-0.71%,317900
13/11/2013,833.48,830,839.73,830,186.95K,-0.16%,186950
14/11/2013,838.45,838.25,843.61,837.5,146.15K,0.60%,146150
18/11/2013,850.08,845.08,852.5,845.08,274.75K,1.39%,274750
19/11/2013,860.9,850.25,861.98,849.79,289.10K,1.27%,289100
20/11/2013,850.6,855,860,848.75,117.14K,-1.20%,117140
21/11/2013,836.84,850.5,850.5,829.01,184.03K,-1.62%,184030
22/11/2013,837.33,831.27,843.12,831.27,116.70K,0.06%,116700
25/11/2013,831.9,837.25,844.79,827.38,479.21K,-0.65%,479210
26/11/2013,829.74,828.75,837.11,823.31,318.28K,-0.26%,318280
27/11/2013,823.91,830,833.25,822.5,72.46K,-0.70%,72460
28/11/2013,830.99,824.25,833.24,812.75,2.97M,0.86%,2.97M
29/11/2013,838.38,827.5,841.5,827.5,180.51K,0.89%,180510
2/12/2013,834.61,838.5,843.48,832.1,218.43K,-0.45%,218430
3/12/2013,837.11,831,839.85,831,345.81K,0.30%,345810
4/12/2013,841.25,837.25,846.58,834.7,265.67K,0.49%,265670
5/12/2013,837.79,843.83,849.16,836.19,183.74K,-0.41%,183740
6/12/2013,831.65,837.5,837.5,830,574.28K,-0.73%,574280
9/12/2013,834.36,837.5,846,830.62,116.62K,0.33%,116620
10/12/2013,842.58,827.5,847.41,827.5,313.98K,0.99%,313980
11/12/2013,842.85,840.25,844.75,835.5,341.97K,0.03%,341970
12/12/2013,840.85,842.5,846.29,837.5,118.95K,-0.24%,118950
13/12/2013,843.46,838,845,836.25,239.63K,0.31%,239630
16/12/2013,862.46,842.5,865,838.65,509.00K,2.25%,509000
17/12/2013,864.11,861.09,870.8,861.09,424.30K,0.19%,424300
18/12/2013,864.45,862.62,867.5,862,283.92K,0.04%,283920
19/12/2013,878.61,864.75,885,863.95,333.72K,1.64%,333720
20/12/2013,888.08,877.25,892.48,877.25,268.10K,1.08%,268100
23/12/2013,867.16,875.5,884.55,865.75,301.30K,-2.36%,301300
24/12/2013,871.59,871,875.5,866.35,281.45K,0.51%,281450
26/12/2013,878.89,871.25,882.5,870.52,218.71K,0.84%,218710
27/12/2013,890.56,882.75,892.5,881.34,342.02K,1.33%,342020
30/12/2013,875.41,889,893.75,869.3,306.19K,-1.70%,306190
31/12/2013,871.38,876.25,879.95,870,171.89K,-0.46%,171890
1/01/2014,866.6,872.75,874.25,865.35,94.35K,-0.55%,94350
2/01/2014,868.69,866.6,876.85,866.24,146.68K,0.24%,146680
3/01/2014,891.36,867.75,893.01,864,319.16K,2.61%,319160
6/01/2014,878.55,895,895.25,867.5,294.05K,-1.44%,294050
7/01/2014,864.35,877.5,880.56,861.75,160.50K,-1.62%,160500
8/01/2014,857.12,866.5,868.5,855.21,167.72K,-0.84%,167720
9/01/2014,862.76,858.9,870.49,854.33,364.40K,0.66%,364400
10/01/2014,887.23,873.5,893.8,862.25,1.98M,2.84%,1.98M
13/01/2014,916.42,893,918.6,893,803.14K,3.29%,803140
14/01/2014,922.21,909,924.33,909,236.00K,0.63%,236000
15/01/2014,927.64,921.27,930.77,919.5,549.77K,0.59%,549770
16/01/2014,931.17,926,934.25,923.75,648.16K,0.38%,648160
17/01/2014,932.01,931.25,939.98,930.77,552.64K,0.09%,552640
20/01/2014,937.48,928,940,926,735.15K,0.59%,735150
21/01/2014,938.91,936.25,942.62,930,273.42K,0.15%,273420
22/01/2014,941.77,933.75,943.75,933.75,145.67K,0.30%,145670
23/01/2014,948.2,942.5,949.75,939.67,244.75K,0.68%,244750
24/01/2014,939.76,942.26,949.5,938.61,140.80K,-0.89%,140800
27/01/2014,933.15,929.5,942.5,929.5,114.45K,-0.70%,114450
28/01/2014,919.25,929.54,929.54,917.75,74.36K,-1.49%,74360
29/01/2014,929.41,917.48,935.98,914.15,189.13K,1.11%,189130
30/01/2014,926.19,924.06,929.25,915.75,120.98K,-0.35%,120980
31/01/2014,924.86,926,934.2,903.25,141.48K,-0.14%,141480
3/02/2014,907.17,921.25,923.12,905.88,158.01K,-1.91%,158010
4/02/2014,891.66,897.02,897.5,887.5,108.12K,-1.71%,108120
5/02/2014,895.39,894.02,897,885.15,120.77K,0.42%,120770
6/02/2014,890.86,891.64,895.98,885.19,348.90K,-0.51%,348900
7/02/2014,891.67,895,900.85,887.01,690.56K,0.09%,690560
10/02/2014,892.12,892.58,896.04,888.89,240.00K,0.05%,240000
11/02/2014,898.95,892.25,905.5,892.25,247.48K,0.77%,247480
12/02/2014,899.9,901.5,906.23,898,437.00K,0.11%,437000
13/02/2014,896.61,900,904.7,895.25,99.88K,-0.37%,99880
14/02/2014,911.4,899,913.75,899,126.14K,1.65%,126140
17/02/2014,915.56,917.56,919.25,912.5,87.21K,0.46%,87210
18/02/2014,920,913,922.62,912.77,747.28K,0.48%,747280
19/02/2014,938.49,922.25,940.76,922.25,252.15K,2.01%,252150
20/02/2014,928.42,937.5,937.5,926.38,80.26K,-1.07%,80260
21/02/2014,937.92,932,938.75,932,62.76K,1.02%,62760
24/02/2014,937.69,936.25,938.75,932.5,80.12K,-0.02%,80120
25/02/2014,945.67,937.88,947.5,937.88,419.70K,0.85%,419700
26/02/2014,950.96,944.88,952.25,943,115.04K,0.56%,115040
28/02/2014,955.05,944.75,958.02,944.75,103.42K,0.43%,103420
3/03/2014,948.26,955.75,961.8,945.02,103.78K,-0.71%,103780
4/03/2014,949.98,941,955.25,940.92,184.73K,0.18%,184730
5/03/2014,953.83,955.25,960,952.36,110.01K,0.41%,110010
6/03/2014,958.92,958,961.59,954.17,70.96K,0.53%,70960
7/03/2014,935.24,956.25,957.73,926.25,424.51K,-2.47%,424510
10/03/2014,918.19,931.54,931.65,911.27,183.16K,-1.82%,183160
11/03/2014,918.19,916.75,926.74,907.5,142.32K,0.00%,142320
12/03/2014,917.73,920,924.6,912.98,83.54K,-0.05%,83540
13/03/2014,839.38,857.55,862.25,835,1.86M,-8.54%,1.86M
14/03/2014,847.36,839.38,850.25,835.34,288.74K,0.95%,288740
18/03/2014,837.31,849.49,853.2,835.5,208.04K,-1.19%,208040
19/03/2014,817.89,840,841.62,810.04,594.08K,-2.32%,594080
20/03/2014,825.75,818.75,837.25,818,337.46K,0.96%,337460
21/03/2014,826.31,832.5,834.25,817.64,341.54K,0.07%,341540
22/03/2014,823.49,826,827.94,821.75,19.87K,-0.34%,19870
24/03/2014,818.51,820,829.24,817.5,187.36K,-0.60%,187360
25/03/2014,812.9,814.25,819.88,811.25,144.00K,-0.69%,144000
26/03/2014,811.16,816.24,817.88,808,177.48K,-0.21%,177480
27/03/2014,807.12,811.5,815.5,804.25,140.86K,-0.50%,140860
28/03/2014,814.44,808.06,817.5,807.75,184.87K,0.91%,184870
31/03/2014,819.71,818.75,826.05,807.56,421.09K,0.65%,421090
1/04/2014,827.65,821.25,830.71,819.77,171.32K,0.97%,171320
2/04/2014,830.05,836,837.14,825,145.02K,0.29%,145020
3/04/2014,834.65,833,836.25,830,107.68K,0.55%,107680
4/04/2014,828.88,835.75,838.69,825.75,117.44K,-0.69%,117440
7/04/2014,822.81,827.5,830,799,94.34K,-0.73%,94340
9/04/2014,813.27,825,825,807.75,394.90K,-1.16%,394900
10/04/2014,801.65,816,816,796.65,212.22K,-1.43%,212220
11/04/2014,808.96,797.56,814,791.25,423.98K,0.91%,423980
15/04/2014,815.11,836.75,842.95,811.34,2.01M,0.76%,2.01M
16/04/2014,789.1,814.25,814.25,787.5,471.82K,-3.19%,471820
17/04/2014,797.48,793.75,801.99,789.5,226.17K,1.06%,226170
21/04/2014,795.31,800.5,804.25,792.5,138.08K,-0.27%,138080
22/04/2014,787.48,794.85,800,785.75,177.16K,-0.98%,177160
23/04/2014,793.19,791.33,797.5,791.25,147.45K,0.73%,147450
25/04/2014,793.56,795,798.6,791.17,112.45K,0.05%,112450
28/04/2014,794.54,793.17,798.25,793.17,102.65K,0.12%,102650
29/04/2014,794.65,793.12,798.76,793.12,106.12K,0.01%,106120
30/04/2014,794.3,795.69,797.75,792.3,1.01M,-0.04%,1.01M
2/05/2014,804.95,795.62,811.06,795.62,115.22K,1.34%,115220
5/05/2014,794.04,797.5,807.86,792.77,103.40K,-1.36%,103400
6/05/2014,791.04,793.88,795.52,788.5,89.79K,-0.38%,89790
7/05/2014,766.11,787.75,791.25,762.91,414.02K,-3.15%,414020
8/05/2014,765.74,767.5,772,761.62,201.64K,-0.05%,201640
9/05/2014,776.35,765.74,780,763.84,166.37K,1.39%,166370
12/05/2014,794.48,780,797.51,776.23,407.14K,2.34%,407140
13/05/2014,816.38,795.01,821.25,795.01,297.48K,2.76%,297480
14/05/2014,811.73,808.75,815.33,804.5,135.01K,-0.57%,135010
15/05/2014,817.6,811.31,821.25,802.98,175.83K,0.72%,175830
16/05/2014,794.46,818.75,834.35,765.29,489.77K,-2.83%,489770
19/05/2014,755.69,800.25,800.25,751.25,904.96K,-4.88%,904960
20/05/2014,779.76,763.27,783.25,759.84,237.74K,3.19%,237740
21/05/2014,787.66,779.25,789.48,774.33,135.94K,1.01%,135940
22/05/2014,776.8,788.88,793.41,770.76,204.15K,-1.38%,204150
23/05/2014,766.62,780.5,791.8,752.5,297.64K,-1.31%,297640
26/05/2014,773.46,771.25,777.2,763.55,189.75K,0.89%,189750
27/05/2014,783.48,775,789.5,775,185.96K,1.30%,185960
28/05/2014,793.05,782.5,797,780.86,128.10K,1.22%,128100
29/05/2014,731.08,760,760,728.75,1.62M,-7.81%,1.62M
30/05/2014,735.38,736.25,738.75,723.5,3.97M,0.59%,3.97M
2/06/2014,748.38,737.5,750,737.5,390.46K,1.77%,390460
3/06/2014,753.85,750.56,759.02,743.91,252.42K,0.73%,252420
4/06/2014,748.42,752.5,756.02,739.52,301.10K,-0.72%,301100
5/06/2014,759.49,748.31,765.8,741.75,352.54K,1.48%,352540
6/06/2014,749.95,752.25,753.15,739.04,601.86K,-1.26%,601860
9/06/2014,746.42,752.52,753.75,744.5,302.93K,-0.47%,302930
10/06/2014,766.8,749.75,770.21,749.75,301.57K,2.73%,301570
11/06/2014,794.69,774.75,813.75,774.75,983.22K,3.64%,983220
12/06/2014,791.65,819,824.5,780.16,1.09M,-0.38%,1.09M
13/06/2014,795.41,796.5,801.25,783.04,386.65K,0.47%,386650
16/06/2014,810.55,798,814.5,795.25,337.04K,1.90%,337040
17/06/2014,811.81,813.75,816.25,804.73,185.30K,0.16%,185300
18/06/2014,811.14,814.75,818.5,803.9,308.54K,-0.08%,308540
19/06/2014,828.1,812,830.62,811.5,347.76K,2.09%,347760
20/06/2014,828.9,830,833.75,825.56,214.78K,0.10%,214780
23/06/2014,807.76,828,828,805.5,187.61K,-2.55%,187610
24/06/2014,802.58,808,808.6,798.58,351.47K,-0.64%,351470
25/06/2014,803.2,810.52,810.52,801.73,371.62K,0.08%,371620
26/06/2014,797.35,802.75,807.5,794.76,320.62K,-0.73%,320620
27/06/2014,805.49,796.5,808.25,795,203.82K,1.02%,203820
30/06/2014,811.61,803.88,814.75,803.2,164.50K,0.76%,164500
1/07/2014,805.44,811.5,813.74,802.5,162.88K,-0.76%,162880
2/07/2014,804.62,805.02,811.25,800.25,118.24K,-0.10%,118240
3/07/2014,802.69,803.7,807.5,801.5,184.08K,-0.24%,184080
4/07/2014,809.79,802,812.2,801.25,134.68K,0.88%,134680
7/07/2014,835.94,813.89,839.75,813.89,392.80K,3.23%,392800
8/07/2014,833.45,836.25,851.02,826.27,353.59K,-0.30%,353590
9/07/2014,826.08,835.25,845.5,822.61,192.08K,-0.88%,192080
10/07/2014,823.23,827.5,844.25,813.75,378.93K,-0.35%,378930
11/07/2014,831.45,852.5,857.34,826.25,789.74K,1.00%,789740
14/07/2014,806.75,832.5,832.5,797.05,318.64K,-2.97%,318640
15/07/2014,806.36,812.5,814.74,804.5,205.20K,-0.05%,205200
16/07/2014,807.35,807.5,811.5,801.9,209.14K,0.12%,209140
17/07/2014,810.83,807.75,835.71,807.75,173.09K,0.43%,173090
18/07/2014,813.3,810,818.25,810,109.94K,0.30%,109940
21/07/2014,801.61,812.5,818.75,798.21,186.26K,-1.44%,186260
22/07/2014,808.77,801.5,812.5,800.06,169.13K,0.89%,169130
23/07/2014,836.75,811.25,838,811.25,270.24K,3.46%,270240
24/07/2014,844.56,837,846.71,830.5,171.53K,0.93%,171530
25/07/2014,838.09,845.5,847.5,826.5,155.80K,-0.77%,155800
28/07/2014,841.6,837.5,846.5,831.25,94.14K,0.42%,94140
30/07/2014,842.01,848.15,848.15,837.5,197.71K,0.05%,197710
31/07/2014,841.42,842.38,848.16,836.46,104.88K,-0.07%,104880
1/08/2014,835.09,840,847.5,833,145.97K,-0.75%,145970
4/08/2014,865.65,837.75,870.5,837.75,504.32K,3.66%,504320
5/08/2014,876.06,866.25,878.75,866.25,266.56K,1.20%,266560
6/08/2014,893.67,880.08,901.12,880,508.92K,2.01%,508920
7/08/2014,878.64,875,885.5,875,288.58K,-1.68%,288580
8/08/2014,870.09,873.76,880,868.89,143.07K,-0.97%,143070
11/08/2014,893.31,876.88,895.75,876.88,115.54K,2.67%,115540
12/08/2014,894.1,897.75,898.75,886.25,103.85K,0.09%,103850
13/08/2014,899.77,891.75,904.5,889,180.05K,0.63%,180050
14/08/2014,900.94,900,905.62,897.15,101.31K,0.13%,101310
18/08/2014,889.61,900,902.25,887.5,99.62K,-1.26%,99620
19/08/2014,887.77,888.75,896.7,882.5,118.96K,-0.21%,118960
20/08/2014,888.12,887.81,895.94,886.64,66.78K,0.04%,66780
21/08/2014,885.74,887.52,890.25,882.75,90.30K,-0.27%,90300
22/08/2014,900.31,887,901.74,886.83,690.39K,1.64%,690390
25/08/2014,905.38,901.25,907.5,890.31,115.02K,0.56%,115020
26/08/2014,905.15,906.75,909.25,899.62,122.69K,-0.03%,122690
27/08/2014,908.19,906.25,912.19,900.5,121.19K,0.34%,121190
28/08/2014,898.5,908.75,908.75,892,77.58K,-1.07%,77580
1/09/2014,900.85,901.31,903.86,896.29,68.13K,0.26%,68130
2/09/2014,902.89,899,905.75,889.12,355.17K,0.23%,355170
3/09/2014,933.65,900,935,900,424.46K,3.41%,424460
4/09/2014,927.01,932.5,932.5,923.84,106.57K,-0.71%,106570
5/09/2014,932.58,930.5,948.24,927.5,201.58K,0.60%,201580
8/09/2014,944.59,935,948,932.5,94.59K,1.29%,94590
9/09/2014,934.2,937.5,938.85,930.36,170.58K,-1.10%,170580
10/09/2014,917.02,929.98,929.98,915.86,195.69K,-1.84%,195690
11/09/2014,920.91,918.75,924.9,908.31,93.35K,0.42%,93350
12/09/2014,918.09,922.5,927.46,913.41,107.07K,-0.31%,107070
15/09/2014,910.74,917.5,918.62,907.5,298.51K,-0.80%,298510
16/09/2014,914.14,917.5,921.8,906.7,333.24K,0.37%,333240
17/09/2014,935.1,918.8,936.48,918,160.96K,2.29%,160960
18/09/2014,924.98,921,932.5,914.27,265.39K,-1.08%,265390
19/09/2014,925.36,925,942.34,920.27,528.38K,0.04%,528380
22/09/2014,912.74,921.25,923.42,908.25,175.86K,-1.36%,175860
23/09/2014,903.2,913.75,921.25,898.52,622.83K,-1.05%,622830
24/09/2014,912.35,903.75,917.91,900.62,229.50K,1.01%,229500
25/09/2014,923.41,915,926.25,911.52,259.42K,1.21%,259420
26/09/2014,920.3,922,929.73,914.9,295.18K,-0.34%,295180
29/09/2014,937.77,922.5,941,921,150.58K,1.90%,150580
30/09/2014,936.91,937.5,939.48,926,347.11K,-0.09%,347110
1/10/2014,961.8,937.5,964.98,935.24,284.99K,2.66%,284990
7/10/2014,957.58,942.5,973.01,942.48,657.23K,-0.44%,657230
8/10/2014,912.55,943.5,950,910.81,656.22K,-4.70%,656220
9/10/2014,911.39,925,928.48,907.5,809.86K,-0.13%,809860
10/10/2014,972.24,921.25,977.15,900,2.59M,6.68%,2.59M
13/10/2014,985.86,974.5,996.5,972.5,694.26K,1.40%,694260
14/10/2014,979.66,990.38,992.48,975.29,297.67K,-0.63%,297670
16/10/2014,966.4,977.25,984.24,963.75,241.51K,-1.35%,241510
17/10/2014,963.46,966.5,980,959.98,199.42K,-0.30%,199420
20/10/2014,953,967,972,950.88,202.43K,-1.09%,202430
21/10/2014,943.55,962.5,962.5,929.5,284.42K,-0.99%,284420
22/10/2014,948.67,950.27,952.69,945,130.41K,0.54%,130410
23/10/2014,951.45,950,957.16,949.3,75.26K,0.29%,75260
27/10/2014,950.76,959.5,959.5,946.44,93.05K,-0.07%,93050
28/10/2014,948.51,937.77,953.38,937.77,104.42K,-0.24%,104420
29/10/2014,969.81,951.01,973.5,951.01,111.99K,2.25%,111990
30/10/2014,986.54,972.5,994.76,972.5,287.61K,1.73%,287610
31/10/2014,1012.86,993.26,1017.5,993.26,335.35K,2.67%,335350
3/11/2014,1021.12,1018.75,1027.11,1008.7,250.89K,0.82%,250890
5/11/2014,1031.5,1019.98,1038.59,1014.34,293.05K,1.02%,293050
7/11/2014,1042.17,1031.5,1045.86,1029.08,247.36K,1.03%,247360
10/11/2014,1042.55,1042.25,1045.34,1035.55,122.28K,0.04%,122280
11/11/2014,1031.14,1041.38,1041.38,1027.21,130.07K,-1.09%,130070
12/11/2014,1027.11,1030.28,1037.5,1025.25,113.18K,-0.39%,113180
13/11/2014,1045.28,1027.75,1050,1027.75,165.41K,1.77%,165410
14/11/2014,1047.09,1047.76,1052.36,1044.04,177.40K,0.17%,177400
17/11/2014,1052.2,1045,1056.25,1037.34,196.54K,0.49%,196540
18/11/2014,1044.22,1055,1056.25,1042.55,115.71K,-0.76%,115710
19/11/2014,1044.94,1045.5,1049,1035.47,121.37K,0.07%,121370
20/11/2014,1055.42,1045.5,1058.1,1045.5,140.08K,1.00%,140080
21/11/2014,1036.53,1050.25,1050.25,1031.96,219.19K,-1.79%,219190
24/11/2014,1068.47,1050,1070,1046.5,418.66K,3.08%,418660
25/11/2014,1075.79,1074.42,1079.94,1062.25,334.78K,0.69%,334780
26/11/2014,1074.41,1076.25,1077.75,1068.75,247.22K,-0.13%,247220
27/11/2014,1091.72,1079.5,1094.25,1077.74,506.70K,1.61%,506700
28/11/2014,1089.81,1094.25,1099.75,1086.25,529.98K,-0.17%,529980
1/12/2014,1087.69,1097,1100.25,1073.03,958.97K,-0.19%,958970
2/12/2014,1063.97,1082.5,1082.5,1058,590.99K,-2.18%,590990
3/12/2014,1061.3,1051.9,1065.97,1042.4,222.41K,-0.25%,222410
4/12/2014,1051.15,1062.5,1072.28,1049.5,196.93K,-0.96%,196930
5/12/2014,1034.85,1053.6,1057,1030.03,271.14K,-1.55%,271140
8/12/2014,984.3,1006,1008.5,979.25,4.43M,-4.88%,4.43M
9/12/2014,982.4,992.5,993,976.27,339.02K,-0.19%,339020
10/12/2014,981.85,982.5,992.4,980.25,622.08K,-0.06%,622080
11/12/2014,960.4,980,980,957.98,729.22K,-2.18%,729220
12/12/2014,969.58,966.12,980,959.5,350.14K,0.96%,350140
15/12/2014,962.15,954.7,978.23,953,340.91K,-0.77%,340910
16/12/2014,968.83,962.5,976,962.5,317.44K,0.69%,317440
17/12/2014,970.23,960.5,978,949,407.69K,0.14%,407690
18/12/2014,983.15,974.27,990,973,317.50K,1.33%,317500
19/12/2014,1000.95,995.1,1003.55,992.88,2.30M,1.81%,2.30M
