Date,Price,Open,High,Low,Vol.,Change %,Volume
8/12/2016,488.52,479.51,490.03,479.51,171.65K,1.88%,171650
9/12/2016,489.81,489.38,499.58,487.65,380.89K,0.26%,380890
12/12/2016,484.92,486.66,486.9,478.94,367.31K,-1.00%,367310
13/12/2016,491.15,484.67,492.04,482.94,235.68K,1.28%,235680
14/12/2016,495.61,491.89,498.07,488.14,662.18K,0.91%,662180
15/12/2016,492.73,495.04,505.46,491.12,518.29K,-0.58%,518290
16/12/2016,498.17,495.69,500.55,495.09,225.47K,1.10%,225470
19/12/2016,497.17,498.56,499.08,493.2,160.08K,-0.20%,160080
20/12/2016,501.24,495.09,505.48,495.09,258.02K,0.82%,258020
21/12/2016,497.92,503.52,506.47,496.6,235.18K,-0.66%,235180
22/12/2016,488.74,497.52,499.5,481.3,697.09K,-1.84%,697090
23/12/2016,490.77,486.83,499.36,483.68,309.36K,0.42%,309360
26/12/2016,487.65,490.63,493.03,484.18,215.50K,-0.64%,215500
27/12/2016,495.71,487.7,497.52,487.28,265.04K,1.65%,265040
28/12/2016,495.66,495.83,500.92,493.7,904.87K,-0.01%,904870
29/12/2016,493.16,496.08,499.78,489.34,330.41K,-0.50%,330410
30/12/2016,501.39,493.73,502.04,492.61,435.36K,1.67%,435360
2/01/2017,496.88,502.04,502.58,496.08,149.17K,-0.90%,149170
3/01/2017,493.43,497.25,499.01,486.56,836.68K,-0.69%,836680
4/01/2017,495.24,493.4,497.72,492.96,285.69K,0.37%,285690
5/01/2017,494.3,495.59,500.55,490.67,1.04M,-0.19%,1.04M
6/01/2017,481.92,492.61,495.56,480.43,1.78M,-2.50%,1.78M
9/01/2017,481.47,483.18,484.6,478.72,514.35K,-0.09%,514350
10/01/2017,481.5,484.3,486.63,480.21,915.24K,0.01%,915240
11/01/2017,480.7,485.17,485.17,478.22,386.51K,-0.17%,386510
12/01/2017,496.11,482.32,498.26,482.32,523.52K,3.21%,523520
13/01/2017,483.75,509.15,518.41,478.22,2.53M,-2.49%,2.53M
16/01/2017,474.11,478.72,478.97,472.52,549.81K,-1.99%,549810
17/01/2017,474.28,476.14,478.6,473.26,422.17K,0.04%,422170
18/01/2017,471.72,475.25,476.73,471.28,322.05K,-0.54%,322050
19/01/2017,475.52,471.77,476.39,471.08,569.27K,0.81%,569270
20/01/2017,470.68,472.77,473.76,469.29,442.10K,-1.02%,442100
23/01/2017,472.15,469.79,475,466.07,354.43K,0.31%,354430
24/01/2017,468.85,472.69,472.77,466.39,251.26K,-0.70%,251260
25/01/2017,464.66,470.66,471.28,463.84,445.98K,-0.89%,445980
27/01/2017,467.38,463.84,470.29,459.57,638.82K,0.59%,638820
30/01/2017,470.46,465.67,472.22,461.18,984.71K,0.66%,984710
31/01/2017,461.01,468.25,469.79,448.95,1.74M,-2.01%,1.74M
1/02/2017,454.68,457.34,457.98,449.45,668.21K,-1.37%,668210
2/02/2017,464.01,454.41,468.9,451.93,914.71K,2.05%,914710
3/02/2017,463.81,463.34,466.66,457.14,676.65K,-0.04%,676650
6/02/2017,463.56,465.82,467.14,461.85,413.25K,-0.05%,413250
7/02/2017,468.67,463.79,470.98,460.88,508.90K,1.10%,508900
8/02/2017,464.56,466.32,468.28,462.52,378.68K,-0.88%,378680
9/02/2017,470.34,464.33,471.23,464.33,661.35K,1.24%,661350
10/02/2017,480.23,468.8,482.09,468.3,2.37M,2.10%,2.37M
13/02/2017,487.9,483.68,488.64,477.78,946.46K,1.60%,946460
14/02/2017,489.78,487.43,490.38,482.54,1.01M,0.39%,1.01M
15/02/2017,487.33,487.23,495.09,481.15,589.52K,-0.50%,589520
16/02/2017,501.99,492.11,503.42,491.12,748.14K,3.01%,748140
17/02/2017,495.93,501.99,502.06,492.81,315.12K,-1.21%,315120
20/02/2017,501.89,495.54,510.02,492.86,268.08K,1.20%,268080
21/02/2017,502.51,506,508.38,496.13,527.33K,0.12%,527330
22/02/2017,492.04,502.38,503.52,490.25,328.25K,-2.08%,328250
23/02/2017,500.57,491.62,505.95,491.62,402.95K,1.73%,402950
27/02/2017,502.41,498.81,507.22,498.81,307.63K,0.37%,307630
28/02/2017,502.18,501.54,506.92,500.55,161.74K,-0.05%,161740
1/03/2017,508.48,503.32,509.08,501.94,305.38K,1.25%,305380
2/03/2017,506.33,508.48,509.92,504.07,192.44K,-0.42%,192440
3/03/2017,511.54,501.09,513.07,496.33,372.82K,1.03%,372820
6/03/2017,512.87,505.9,513.89,505.01,310.08K,0.26%,310080
7/03/2017,505.85,507.99,508.73,503.52,238.93K,-1.37%,238930
8/03/2017,499.68,506,506,498.19,225.21K,-1.22%,225210
9/03/2017,501.84,499.68,502.53,495.59,184.56K,0.43%,184560
10/03/2017,506.05,501.89,509.72,501.89,339.35K,0.84%,339350
14/03/2017,513.44,512.2,516.79,507.81,338.49K,1.46%,338490
15/03/2017,502.08,513.44,513.44,500.05,223.70K,-2.21%,223700
16/03/2017,510.22,502.04,511.96,502.04,206.79K,1.62%,206790
17/03/2017,515.93,513.44,517.17,506.23,222.07K,1.12%,222070
20/03/2017,506.3,510.47,510.47,503.97,274.12K,-1.87%,274120
21/03/2017,511.96,506.5,513.35,505.46,202.34K,1.12%,202340
22/03/2017,509.87,506,515.43,506,232.14K,-0.41%,232140
23/03/2017,516.22,509.97,517.19,509.25,214.38K,1.25%,214380
24/03/2017,511.86,516.12,517.88,508.98,277.46K,-0.84%,277460
27/03/2017,510.37,512.45,516.89,508.14,501.33K,-0.29%,501330
28/03/2017,513.49,509.1,515.31,509.1,142.38K,0.61%,142380
29/03/2017,511.63,513.44,516.17,508.91,683.44K,-0.36%,683440
30/03/2017,508.24,513.05,513.87,506.05,278.04K,-0.66%,278040
31/03/2017,506.4,508.98,510.37,500.94,633.41K,-0.36%,633410
3/04/2017,500.77,509.53,511.21,499.33,314.93K,-1.11%,314930
5/04/2017,493.8,498.56,499.06,491.62,350.29K,-1.39%,350290
6/04/2017,495.66,493.65,498.96,492.11,179.09K,0.38%,179090
7/04/2017,486.78,496.08,496.08,485.66,429.72K,-1.79%,429720
10/04/2017,472.74,487.15,491.62,471.28,663.53K,-2.88%,663530
11/04/2017,479.79,473.76,481.79,473.76,315.44K,1.49%,315440
12/04/2017,480.6,482.19,484.2,476.76,424.20K,0.17%,424200
13/04/2017,462.05,483.18,491.59,459.87,3.11M,-3.86%,3.11M
17/04/2017,458.78,462.35,462.52,457.34,560.29K,-0.71%,560290
18/04/2017,457.59,458.88,463.34,456.17,541.46K,-0.26%,541460
19/04/2017,455.8,461.26,461.26,452.43,617.54K,-0.39%,617540
20/04/2017,460.19,456.4,461.26,455.92,374.24K,0.96%,374240
21/04/2017,458.23,463.44,463.44,457.04,276.08K,-0.43%,276080
24/04/2017,459.4,455.8,460.36,452.92,394.56K,0.26%,394560
25/04/2017,460.86,461.26,462.84,456.64,323.83K,0.32%,323830
26/04/2017,453.44,462.84,463.69,451.63,531.64K,-1.61%,531640
27/04/2017,458.36,456.4,459.6,454.41,253.23K,1.09%,253230
28/04/2017,456.1,458.9,459.62,454.86,207.39K,-0.49%,207390
2/05/2017,456.89,458.78,459.25,454.24,155.49K,0.17%,155490
3/05/2017,464.16,458.53,465.72,455.5,448.30K,1.59%,448300
4/05/2017,464.48,463.84,465.92,460.93,212.09K,0.07%,212090
5/05/2017,462.1,464.33,464.53,457.02,215.11K,-0.51%,215110
8/05/2017,469.02,464.33,470.51,462.72,307.53K,1.50%,307530
9/05/2017,469.64,471.23,471.77,467.43,402.63K,0.13%,402630
10/05/2017,467.9,469.79,471.13,464.93,159.88K,-0.37%,159880
11/05/2017,468.23,468.8,470.63,465.2,129.71K,0.07%,129710
12/05/2017,478.17,471.28,479.07,471.28,1.68M,2.12%,1.68M
15/05/2017,472.25,478.72,479.07,470.91,300.74K,-1.24%,300740
16/05/2017,474.5,472.27,476.31,470.29,253.14K,0.48%,253140
17/05/2017,472.37,473.76,475.4,468.4,2.79M,-0.45%,2.79M
18/05/2017,477.08,470.78,483.11,468.3,1.33M,1.00%,1.33M
19/05/2017,475.2,474.25,477.6,470.19,246.16K,-0.39%,246160
22/05/2017,476.11,475.15,479.46,474.53,484.35K,0.19%,484350
23/05/2017,474.95,477.73,479.59,473.19,1.43M,-0.24%,1.43M
24/05/2017,473.04,474.82,478.87,471.48,284.14K,-0.40%,284140
25/05/2017,487.1,476.19,488.59,476.19,415.77K,2.97%,415770
26/05/2017,494.2,486.16,496.08,486.16,368.12K,1.46%,368120
29/05/2017,488.79,492.46,494.52,484.18,705.10K,-1.09%,705100
30/05/2017,494.32,488.79,496.08,486.09,183.09K,1.13%,183090
31/05/2017,484.65,491.69,492.19,483.73,206.23K,-1.96%,206230
1/06/2017,481.67,480.7,485.94,475.92,206.22K,-0.61%,206220
2/06/2017,480.93,481.67,483.73,478.72,613.41K,-0.15%,613410
5/06/2017,476.34,480.7,481.08,475.37,440.63K,-0.95%,440630
6/06/2017,485.89,478.72,489.56,478.72,1.34M,2.00%,1.34M
7/06/2017,476.98,487.18,490.48,469.05,916.69K,-1.83%,916690
8/06/2017,474.4,476.78,478.57,470.78,1.22M,-0.54%,1.22M
9/06/2017,470.61,466.32,472.27,457.91,2.06M,-0.80%,2.06M
12/06/2017,478.12,467.81,479.56,466.32,434.91K,1.60%,434910
13/06/2017,475.35,476.09,477.73,472.44,203.75K,-0.58%,203750
14/06/2017,475.57,474.75,477.21,472.02,351.38K,0.05%,351380
15/06/2017,472.42,473.76,479.71,471.28,401.22K,-0.66%,401220
16/06/2017,466.57,472.22,472.72,464.33,326.91K,-1.24%,326910
19/06/2017,461.08,465.62,466.54,460.36,254.05K,-1.18%,254050
20/06/2017,468.2,463.84,469.79,463.42,296.58K,1.54%,296580
21/06/2017,468.28,468.05,470.78,464.58,185.10K,0.02%,185100
22/06/2017,466.47,468.8,480.36,464.26,553.90K,-0.39%,553900
23/06/2017,467.98,466.32,470.68,465.6,198.99K,0.32%,198990
27/06/2017,459.55,468.33,469.76,458.38,337.40K,-1.80%,337400
28/06/2017,458.58,461.51,462.62,456.99,859.40K,-0.21%,859400
29/06/2017,461.11,459.87,469.94,459.02,369.93K,0.55%,369930
30/06/2017,464.16,460.04,465.28,459.87,159.30K,0.66%,159300
3/07/2017,471.97,463.84,473.26,463.84,240.35K,1.68%,240350
4/07/2017,476.49,473.76,480.11,471.13,226.44K,0.96%,226440
5/07/2017,471.8,474.06,475.44,469.62,190.34K,-0.98%,190340
6/07/2017,470.04,469.29,474.75,468.45,190.27K,-0.37%,190270
7/07/2017,464.33,468.8,469.79,463.54,339.84K,-1.21%,339840
10/07/2017,475.77,468.8,476.46,466.32,2.22M,2.46%,2.22M
11/07/2017,484.08,473.76,490.58,473.76,546.87K,1.75%,546870
12/07/2017,483.08,484.18,486.43,480.98,278.43K,-0.21%,278430
13/07/2017,484.32,483.16,487.82,478.72,648.69K,0.26%,648690
14/07/2017,482.22,496.08,499.38,480.21,1.37M,-0.43%,1.37M
17/07/2017,488.81,482.81,491.72,482.81,340.67K,1.37%,340670
18/07/2017,488.84,488.59,498.22,486.9,451.23K,0.01%,451230
19/07/2017,486.11,490.63,490.82,481.2,325.98K,-0.56%,325980
20/07/2017,480.7,486.16,486.16,479.74,264.22K,-1.11%,264220
21/07/2017,486.11,481.7,487.4,481.7,240.06K,1.13%,240060
24/07/2017,491.72,486.71,492.98,486.71,973.72K,1.15%,973720
25/07/2017,493.18,491.62,495.59,489.26,256.32K,0.30%,256320
26/07/2017,492.98,494.1,495.59,491.67,2.40M,-0.04%,2.40M
27/07/2017,482.34,493.11,497.94,480.21,411.64K,-2.16%,411640
28/07/2017,495.02,486.16,497.07,477.73,895.40K,2.63%,895400
31/07/2017,501.69,495.02,506.5,489.81,624.10K,1.35%,624100
1/08/2017,498.56,499.55,504.49,495.31,160.29K,-0.62%,160290
2/08/2017,492.34,498.56,502.04,490.23,185.07K,-1.25%,185070
3/08/2017,487.95,492.34,495.49,486.66,153.69K,-0.89%,153690
4/08/2017,488.81,488.74,490.43,484.82,139.79K,0.18%,139790
7/08/2017,480.28,487.15,487.97,479.22,209.96K,-1.75%,209960
8/08/2017,478.52,481.2,481.72,474.03,209.13K,-0.37%,209130
9/08/2017,480.93,479.34,482.99,478.5,169.14K,0.50%,169140
10/08/2017,487.4,482.14,490.13,481.2,520.17K,1.35%,520170
11/08/2017,490,484.67,493.9,480.98,308.39K,0.53%,308390
14/08/2017,485.89,488.72,490,484.32,155.61K,-0.84%,155610
16/08/2017,484.57,488.14,489.19,481.2,180.48K,-0.27%,180480
17/08/2017,506.57,501.04,510.42,495.09,1.06M,4.54%,1.06M
18/08/2017,457.93,506.75,506.75,438.73,16.31M,-9.60%,16.31M
21/08/2017,433.33,460.86,460.86,431.59,8.95M,-5.37%,8.95M
22/08/2017,435.14,442.75,444.99,427.37,3.94M,0.42%,3.94M
23/08/2017,443.75,437.1,448.46,433.85,4.24M,1.98%,4.24M
24/08/2017,452.67,449.95,455.8,447.64,2.61M,2.01%,2.61M
28/08/2017,466.89,469.79,473.01,465.28,2.84M,3.14%,2.84M
29/08/2017,460.14,468,468,459.37,1.21M,-1.45%,1.21M
30/08/2017,459.69,463.89,466.09,458.38,808.33K,-0.10%,808330
31/08/2017,454.06,460.36,462.7,452.77,1.99M,-1.22%,1.99M
1/09/2017,456.44,454.01,459.47,451.56,596.99K,0.52%,596990
4/09/2017,447.12,457.02,457.26,443.3,1.17M,-2.04%,1.17M
5/09/2017,447.02,448.14,448.71,445.11,694.83K,-0.02%,694830
6/09/2017,444.34,445.98,446.47,441.64,878.67K,-0.60%,878670
7/09/2017,444.27,445.48,446.9,442.78,560.66K,-0.02%,560660
8/09/2017,438.73,444.54,445.48,437.67,918.06K,-1.25%,918060
11/09/2017,435.83,441.51,442.6,433.58,688.15K,-0.66%,688150
12/09/2017,438.46,437.05,440.3,436.08,533.99K,0.60%,533990
13/09/2017,438.31,439.03,440.4,437.05,817.93K,-0.03%,817930
14/09/2017,442.65,439.73,444.64,437.35,543.61K,0.99%,543610
15/09/2017,450.74,443.99,452.55,443,1.02M,1.83%,1.02M
18/09/2017,450.67,451.43,455.38,449.7,554.98K,-0.02%,554980
19/09/2017,452.08,451.48,454.11,448.28,349.40K,0.31%,349400
20/09/2017,452.43,454.06,454.41,450.22,244.50K,0.08%,244500
21/09/2017,451.21,452.67,454.04,450.67,279.18K,-0.27%,279180
22/09/2017,445.51,450.54,451.38,440.72,408.77K,-1.26%,408770
25/09/2017,444.81,446.97,447.54,441.51,311.19K,-0.16%,311190
26/09/2017,449.67,444.49,450.47,443.75,1.04M,1.09%,1.04M
27/09/2017,445.8,448.95,450.42,444.04,270.99K,-0.86%,270990
28/09/2017,444.34,445.48,448.43,443.03,222.80K,-0.33%,222800
29/09/2017,445.85,446.47,447.59,444.04,483.98K,0.34%,483980
3/10/2017,448.43,450.44,452.25,447.47,212.23K,0.58%,212230
4/10/2017,446.37,448.43,448.93,445.21,199.14K,-0.46%,199140
5/10/2017,448.01,445.98,449.05,445.83,236.62K,0.37%,236620
6/10/2017,456.12,449.75,456.69,447.99,406.13K,1.81%,406130
9/10/2017,458.21,457.39,460.66,453.57,240.89K,0.46%,240890
10/10/2017,464.13,466.32,469.22,460.91,521.04K,1.29%,521040
11/10/2017,461.65,464.33,465.18,460.44,343.74K,-0.53%,343740
12/10/2017,459.94,461.36,463.66,456.4,671.69K,-0.37%,671690
13/10/2017,462.3,461.38,463.34,460.17,2.46M,0.51%,2.46M
16/10/2017,465.97,463.84,467.31,463.09,440.21K,0.79%,440210
17/10/2017,462.08,463.84,465.03,461.48,384.97K,-0.83%,384970
18/10/2017,458.6,460.86,461.36,458.01,371.58K,-0.75%,371580
19/10/2017,459.92,461.36,463.02,459.3,201.53K,0.29%,201530
23/10/2017,466.14,460.46,467.71,460.46,526.92K,1.35%,526920
24/10/2017,459.74,468.8,470.04,458.38,891.45K,-1.37%,891450
25/10/2017,464.04,456.4,468.38,454.04,832.10K,0.94%,832100
26/10/2017,470.04,466.39,471.45,466.39,1.05M,1.29%,1.05M
27/10/2017,470.01,473.76,474.78,468.8,798.80K,-0.01%,798800
30/10/2017,468.62,473.26,473.76,466.81,1.03M,-0.30%,1.03M
31/10/2017,457.21,458.08,461.53,456.4,424.81K,-2.43%,424810
1/11/2017,459.5,458.38,460.84,457.39,235.34K,0.50%,235340
2/11/2017,457.83,458.38,459.64,456.3,216.21K,-0.36%,216210
3/11/2017,459.69,457.73,461.06,455.4,149.68K,0.41%,149680
6/11/2017,460.66,458.88,463.76,457.56,244.48K,0.21%,244480
7/11/2017,474.11,460.61,476.14,459.87,831.46K,2.92%,831460
8/11/2017,472.25,475.37,476.98,469.94,317.12K,-0.39%,317120
9/11/2017,473.56,475.49,477.23,470.86,289.01K,0.28%,289010
10/11/2017,476.54,473.56,477.6,471.38,194.86K,0.63%,194860
13/11/2017,472.17,476.54,480.65,470.83,2.55M,-0.92%,2.55M
14/11/2017,471.01,471.28,473.46,468.3,149.23K,-0.25%,149230
15/11/2017,472.25,469.79,472.99,468.8,168.82K,0.26%,168820
16/11/2017,490.43,471.85,493.82,470.71,1.29M,3.85%,1.29M
17/11/2017,481.67,491.02,491.02,477.73,594.36K,-1.79%,594360
20/11/2017,476.91,481.05,481.2,474.92,291.14K,-0.99%,291140
21/11/2017,479.41,476.91,481.97,476.07,203.99K,0.52%,203990
22/11/2017,479.36,478.72,481.62,477.48,163.74K,-0.01%,163740
23/11/2017,491.82,481.2,493.28,481.13,623.97K,2.60%,623970
24/11/2017,501.02,490.67,505.61,490.67,982.54K,1.87%,982540
27/11/2017,494.84,496.08,498.56,493.11,344.91K,-1.23%,344910
28/11/2017,488.39,494.54,496.16,486.9,306.14K,-1.30%,306140
29/11/2017,487.8,490.63,492.11,486.9,127.17K,-0.12%,127170
30/11/2017,483.66,490.63,491.02,479.88,256.98K,-0.85%,256980
1/12/2017,475.49,484.92,487.65,474.48,287.04K,-1.69%,287040
4/12/2017,488.79,487.65,494.57,481.03,810.00K,2.80%,810000
5/12/2017,488.34,489.14,497.37,485.81,618.27K,-0.09%,618270
6/12/2017,491.32,488.34,493.11,481.2,284.47K,0.61%,284470
7/12/2017,496.13,489.88,497.15,487.35,438.47K,0.98%,438470
8/12/2017,496.85,496.13,499.48,494.12,390.58K,0.15%,390580
11/12/2017,497.82,494.59,498.56,493.6,188.11K,0.20%,188110
12/12/2017,501.59,497.57,503.03,496.08,322.32K,0.76%,322320
13/12/2017,497.79,502.04,505.01,495.59,282.55K,-0.76%,282550
14/12/2017,502.26,498.69,504.02,496.11,247.81K,0.90%,247810
15/12/2017,507.72,503.52,508.98,501.54,376.68K,1.09%,376680
18/12/2017,503.7,503.52,510.89,498.86,332.94K,-0.79%,332940
19/12/2017,498.46,503.7,504.76,496.08,3.48M,-1.04%,3.48M
20/12/2017,502.68,498.46,503.52,497.05,216.29K,0.85%,216290
21/12/2017,506.77,502.68,509.97,495.11,604.77K,0.81%,604770
22/12/2017,515.13,505.71,518.01,504.12,625.89K,1.65%,625890
26/12/2017,513.12,510.87,515.93,507.54,2.05M,-0.39%,2.05M
27/12/2017,512.97,510.47,515.35,508.53,402.48K,-0.03%,402480
28/12/2017,512.95,511.91,515.88,509.03,337.84K,0.00%,337840
29/12/2017,515.58,510.96,518.95,510.96,367.77K,0.51%,367770
1/01/2018,513.22,515.93,517.74,511.86,218.68K,-0.46%,218680
2/01/2018,510.72,514.54,517.61,507.47,361.24K,-0.49%,361240
3/01/2018,505.56,513.44,513.44,505.01,317.87K,-1.01%,317870
4/01/2018,503.67,507,507,500.84,639.57K,-0.37%,639570
5/01/2018,502.08,503.67,508.98,499.18,562.28K,-0.32%,562280
8/01/2018,513.77,503.52,515.33,503.52,307.89K,2.33%,307890
9/01/2018,516.57,515.93,518.16,510.59,524.16K,0.54%,524160
10/01/2018,521.68,520.84,523.64,513.25,1.41M,0.99%,1.41M
11/01/2018,533.59,522.37,537.41,522.37,2.63M,2.28%,2.63M
12/01/2018,534.97,540.23,540.23,530.58,569.64K,0.26%,569640
15/01/2018,535.97,535.02,541.75,528.58,445.50K,0.19%,445500
16/01/2018,557.05,535.77,562.76,535.77,1.37M,3.93%,1.37M
17/01/2018,571.61,554.62,575.46,554.62,1.63M,2.61%,1.63M
18/01/2018,571.86,570,577.66,561.74,661.63K,0.04%,661630
19/01/2018,567.15,569.95,569.95,563.55,358.52K,-0.82%,358520
22/01/2018,570.64,566.38,572.97,560.62,590.31K,0.62%,590310
23/01/2018,583,571.09,588.85,571.09,2.07M,2.17%,2.07M
24/01/2018,587.93,584.29,605.22,578.93,1.06M,0.85%,1.06M
25/01/2018,580.81,587.56,591.08,575.85,1.05M,-1.21%,1.05M
29/01/2018,586.12,577.94,593.41,577.94,438.61K,0.91%,438610
30/01/2018,580.27,585.62,586.89,576.35,1.38M,-1.00%,1.38M
31/01/2018,570.82,575.46,578.43,567.05,364.85K,-1.63%,364850
1/02/2018,567.77,570.49,574.46,555.61,1.34M,-0.53%,1.34M
2/02/2018,566.38,565.53,576.67,560.6,923.09K,-0.24%,923090
5/02/2018,564.69,564.54,572.97,563.05,526.00K,-0.30%,526000
6/02/2018,549.88,550.15,559.53,545.05,437.17K,-2.62%,437170
7/02/2018,550.03,551.69,558.09,547.62,469.59K,0.03%,469590
8/02/2018,562.83,555.76,568.01,554.15,432.67K,2.33%,432670
9/02/2018,551.54,558.04,558.04,549.26,271.82K,-2.01%,271820
12/02/2018,547.58,551.64,555.61,545.07,725.50K,-0.72%,725500
14/02/2018,544.72,547.67,554.32,541.57,384.42K,-0.52%,384420
15/02/2018,552.71,545.74,560.42,545.74,566.00K,1.47%,566000
16/02/2018,558.02,556.11,565.53,553.65,1.13M,0.96%,1.13M
19/02/2018,560.57,558.19,563.05,555.61,541.16K,0.46%,541160
20/02/2018,562.9,561.56,569.45,556.11,245.98K,0.42%,245980
21/02/2018,569.85,568.51,571.31,565.73,290.20K,1.23%,290200
22/02/2018,575.7,569.95,577.44,565.58,286.65K,1.03%,286650
23/02/2018,573.3,577.94,578.43,569.11,243.26K,-0.42%,243260
26/02/2018,566.05,573.97,573.97,563.62,217.83K,-1.26%,217830
27/02/2018,569.65,566.58,571.88,558.51,694.92K,0.64%,694920
28/02/2018,582.52,569.53,589.94,566.7,801.82K,2.26%,801820
1/03/2018,575.58,582.13,582.13,573.67,180.30K,-1.19%,180300
5/03/2018,572.03,575.46,580.47,567.54,1.53M,-0.62%,1.53M
6/03/2018,568.93,579.05,579.05,560.5,234.72K,-0.54%,234720
7/03/2018,566.92,571.14,575.46,564.64,303.40K,-0.35%,303400
8/03/2018,573.82,567.52,577.94,567.52,415.29K,1.22%,415290
9/03/2018,577.14,575.55,578.43,573.72,215.63K,0.58%,215630
12/03/2018,588.28,580.56,591.26,580.56,747.76K,1.93%,747760
13/03/2018,585.65,583.49,593.07,582.9,178.40K,-0.45%,178400
14/03/2018,585.48,584.88,589.84,580.14,129.79K,-0.03%,129790
15/03/2018,586.44,585.38,589.3,581.53,918.83K,0.16%,918830
16/03/2018,581.66,587.76,587.86,579.92,110.72K,-0.82%,110720
19/03/2018,569.08,577.79,585.38,567.42,554.53K,-2.16%,554530
20/03/2018,576.5,569.08,580.42,569.08,1.39M,1.30%,1.39M
21/03/2018,579.72,576.99,583.69,576.99,176.81K,0.56%,176810
22/03/2018,574.86,578.88,583.42,572.28,502.59K,-0.84%,502590
23/03/2018,579.15,568.01,582.25,565.53,683.02K,0.75%,683020
26/03/2018,572.63,578.93,578.93,567.47,392.60K,-1.13%,392600
27/03/2018,571.88,568.01,580.42,568.01,219.94K,-0.13%,219940
28/03/2018,562.76,571.98,571.98,560.08,191.47K,-1.59%,191470
2/04/2018,564.29,563.3,569.97,556.6,145.62K,0.27%,145620
3/04/2018,565.56,563.95,568.01,560.37,111.37K,0.23%,111370
4/04/2018,557.87,565.78,568.01,555.61,348.58K,-1.36%,348580
5/04/2018,568.01,562.58,570.69,560.55,114.62K,1.82%,114620
6/04/2018,560.23,565.53,568.36,557.42,177.71K,-1.37%,177710
9/04/2018,551.12,560.52,560.52,549.06,334.70K,-1.63%,334700
10/04/2018,552.71,559.08,559.08,548.44,443.40K,0.29%,443400
11/04/2018,557.55,554.62,561.44,554.47,680.39K,0.88%,680390
12/04/2018,576.57,562.01,581.41,559.73,565.76K,3.41%,565760
13/04/2018,579.92,582.65,587.36,570.59,589.62K,0.58%,589620
16/04/2018,561.96,545.34,565.53,545.19,1.06M,-3.10%,1.06M
17/04/2018,558.09,561.54,561.54,553.31,315.07K,-0.69%,315070
18/04/2018,558.32,557.6,562.56,552.49,316.44K,0.04%,316440
19/04/2018,561.91,557.6,565.04,557.6,239.36K,0.64%,239360
20/04/2018,584.51,564.79,591.23,563,1.12M,4.02%,1.12M
23/04/2018,587.04,578.43,601.45,572.97,1.04M,0.43%,1.04M
24/04/2018,572.43,587.86,593.31,570.49,342.50K,-2.49%,342500
25/04/2018,575.9,572.48,581.06,568.11,486.29K,0.61%,486290
26/04/2018,583.22,577.94,586.37,575.46,297.09K,1.27%,297090
27/04/2018,587.93,585.38,591.18,582.9,287.44K,0.81%,287440
30/04/2018,595,589.35,599.24,587.86,257.64K,1.20%,257640
2/05/2018,594.21,595.3,597.28,585.58,523.68K,-0.13%,523680
3/05/2018,586.29,594.31,597.61,582.9,177.98K,-1.33%,177980
4/05/2018,581.85,590.34,593.31,573.87,213.93K,-0.76%,213930
7/05/2018,587.04,583.94,590.44,583.79,184.19K,0.89%,184190
8/05/2018,578.11,583.67,585.38,576.45,386.25K,-1.52%,386250
9/05/2018,581.04,580.42,583.62,577.09,248.23K,0.51%,248230
10/05/2018,579.2,577.94,586.87,576.99,156.61K,-0.32%,156610
11/05/2018,585.87,580.66,589.84,578.61,122.99K,1.15%,122990
14/05/2018,590.14,582.9,592.67,580.44,117.52K,0.73%,117520
15/05/2018,591.6,589.99,599.14,588.75,408.84K,0.25%,408840
16/05/2018,590.36,591.6,594.06,587.86,219.20K,-0.21%,219200
17/05/2018,587.83,594.75,594.75,582.9,138.00K,-0.43%,138000
18/05/2018,587.24,588.35,589.12,581.93,105.46K,-0.10%,105460
21/05/2018,586.67,585.38,589.35,580.56,167.71K,-0.10%,167710
22/05/2018,592.1,583.19,594.28,582.67,194.04K,0.93%,194040
23/05/2018,587.98,593.71,598.62,585.82,208.93K,-0.70%,208930
24/05/2018,606.14,591.55,608.99,591.55,509.57K,3.09%,509570
25/05/2018,609.59,606.71,619.11,605.89,411.42K,0.57%,411420
28/05/2018,602.49,609.34,611.64,598.32,380.41K,-1.16%,380410
29/05/2018,603.56,605.22,607.97,598.77,117.42K,0.18%,117420
30/05/2018,602.29,603.58,609.68,598.77,752.22K,-0.21%,752220
31/05/2018,611.12,603.73,615.14,600.48,210.64K,1.47%,210640
1/06/2018,605.34,611.12,617.7,604.18,265.56K,-0.95%,265560
4/06/2018,614.94,605.22,616.8,601.62,177.58K,1.59%,177580
5/06/2018,605.82,607.75,615.64,603.73,91.66K,-1.48%,91660
6/06/2018,612.96,605.82,615.44,605.27,135.16K,1.18%,135160
7/06/2018,620.5,614.15,623.58,613.65,314.00K,1.23%,314000
8/06/2018,624.94,620.05,626.28,617.7,831.57K,0.72%,831570
11/06/2018,626.58,624.94,630.02,623.08,137.44K,0.26%,137440
12/06/2018,624.27,627.54,630.45,620.55,218.43K,-0.37%,218430
13/06/2018,633.05,627.54,636.97,625.56,225.81K,1.41%,225810
14/06/2018,619.35,629.5,629.5,617.02,299.52K,-2.16%,299520
15/06/2018,640.23,619.35,645,618.5,388.53K,3.37%,388530
18/06/2018,633.25,642.5,645.25,631.15,181.66K,-1.09%,181660
19/06/2018,622.02,633,633,618,209.95K,-1.77%,209950
